x,Curve1
1.2893,662.979
1.48724,907.764
1.68519,1070.87
1.89835,1288.4
2.0963,1451.5
2.29424,1628.22
2.49218,1689.22
2.69012,1757.02
2.88807,1749.95
3.10123,1783.7
3.29918,1722.17
3.49712,1626.61
3.69506,1585.5
3.893,1449.1
4.10617,1278.64
4.30412,1189.89
4.50206,1094.32
4.7,1019.18
4.89794,923.621
5.09588,787.218
5.30905,698.443
5.49177,582.48
5.70494,493.705
5.90288,391.336
6.19218,295.652
6.70988,145.207
7.69959,34.9718
