x,Curve1
1.27216,114.314
1.50078,104.254
1.68585,85.9964
1.87092,71.5201
2.06687,48.5364
2.23017,38.1544
2.40435,38.4879
2.63297,33.4698
2.81804,25.6111
3.014,12.3964
3.19907,8.31923
3.39502,8.02469
3.56921,8.04298
3.74339,8.06128
3.92846,8.08072
4.11353,8.10016
4.2986,7.80447
4.48367,8.13904
4.67963,7.8445
4.85381,8.17792
5.04977,8.1985
5.23484,8.21795
5.43079,8.55365
5.62675,8.57424
5.88802,8.60168
6.32348,8.96255
7.32504,9.38288
