x,Curve1
1.2893,5794.62
1.48724,8232.35
1.68519,10406.9
1.89835,12450.2
2.0963,14230
2.29424,15549.3
2.49218,16539.7
2.69012,17003.7
2.90329,17073.3
3.10123,16879.5
3.3144,16159.6
3.51235,15307.8
3.71029,14390.3
3.90823,13143.8
4.10617,11963.1
4.30412,10782.4
4.50206,9601.74
4.71523,8552.9
4.91317,7503.79
5.11111,6586.26
5.30905,5734.51
5.507,4882.77
5.70494,4096.82
5.90288,3442.44
6.20741,2526.8
6.70988,1351.53
7.69959,250.704
