0.005 2.91 92.344
0.005 2.93 92.394
0.005 2.95 92.446
0.005 2.97 92.5
0.005 2.99 92.557
0.005 3.01 92.617
0.005 3.03 92.679
0.005 3.05 92.743
0.005 3.07 92.81
0.005 3.09 92.879
0.005 3.11 92.95
0.005 3.13 93.023
0.005 3.15 93.099
0.005 3.17 93.177
0.005 3.19 93.257
0.005 3.21 93.339
0.005 3.23 93.423
0.005 3.25 93.509
0.005 3.27 93.597
0.005 3.29 93.687
0.005 3.31 93.779
0.005 3.33 93.873
0.005 3.35 93.968
0.005 3.37 94.065
0.005 3.39 94.164
0.005 3.41 94.264
0.005 3.43 94.366
0.005 3.45 94.47
0.005 3.47 94.574
0.005 3.49 94.681

0.007 1.51 92.894
0.007 1.53 92.724
0.007 1.55 92.556
0.007 1.57 92.389
0.007 1.59 92.224
0.007 1.61 92.061
0.007 1.63 91.899
0.007 1.65 91.74
0.007 1.67 91.583
0.007 1.69 91.429
0.007 1.71 91.276
0.007 1.73 91.126
0.007 1.75 90.979
0.007 1.77 90.834
0.007 1.79 90.691
0.007 1.81 90.552
0.007 1.83 90.415
0.007 1.85 90.281
0.007 1.87 90.149
0.007 1.89 90.021
0.007 1.91 89.896
0.007 1.93 89.774
0.007 1.95 89.655
0.007 1.97 89.54
0.007 1.99 89.428
0.007 2.01 89.319
0.007 2.03 89.213
0.007 2.05 89.111
0.007 2.07 89.012
0.007 2.09 88.917
0.007 2.11 88.826
0.007 2.13 88.738
0.007 2.15 88.654
0.007 2.17 88.574
0.007 2.19 88.497
0.007 2.21 88.424
0.007 2.23 88.355
0.007 2.25 88.29
0.007 2.27 88.229
0.007 2.29 88.172
0.007 2.31 88.118
0.007 2.33 88.069
0.007 2.35 88.023
0.007 2.37 87.982
0.007 2.39 87.944
0.007 2.41 87.911
0.007 2.43 87.881
0.007 2.45 87.856
0.007 2.47 87.835
0.007 2.49 87.817
0.007 2.51 87.804
0.007 2.53 87.795
0.007 2.55 87.79
0.007 2.57 87.788
0.007 2.59 87.791
0.007 2.61 87.798
0.007 2.63 87.809
0.007 2.65 87.824
0.007 2.67 87.843
0.007 2.69 87.866
0.007 2.71 87.893
0.007 2.73 87.923
0.007 2.75 87.958
0.007 2.77 87.996
0.007 2.79 88.039
0.007 2.81 88.085
0.007 2.83 88.135
0.007 2.85 88.189
0.007 2.87 88.246
0.007 2.89 88.307
0.007 2.91 88.372
0.007 2.93 88.44
0.007 2.95 88.512
0.007 2.97 88.587
0.007 2.99 88.666
0.007 3.01 88.749
0.007 3.03 88.834
0.007 3.05 88.923
0.007 3.07 89.015
0.007 3.09 89.111
0.007 3.11 89.21
0.007 3.13 89.311
0.007 3.15 89.416
0.007 3.17 89.524
0.007 3.19 89.635
0.007 3.21 89.749
0.007 3.23 89.865
0.007 3.25 89.984
0.007 3.27 90.106
0.007 3.29 90.231
0.007 3.31 90.358
0.007 3.33 90.488
0.007 3.35 90.62
0.007 3.37 90.755
0.007 3.39 90.892
0.007 3.41 91.031
0.007 3.43 91.172
0.007 3.45 91.316
0.007 3.47 91.462
0.007 3.49 91.609

0.009 1.51 90.214
0.009 1.53 89.998
0.009 1.55 89.785
0.009 1.57 89.574
0.009 1.59 89.364
0.009 1.61 89.158
0.009 1.63 88.954
0.009 1.65 88.752
0.009 1.67 88.553
0.009 1.69 88.357
0.009 1.71 88.164
0.009 1.73 87.974
0.009 1.75 87.787
0.009 1.77 87.604
0.009 1.79 87.423
0.009 1.81 87.247
0.009 1.83 87.073
0.009 1.85 86.903
0.009 1.87 86.737
0.009 1.89 86.575
0.009 1.91 86.417
0.009 1.93 86.262
0.009 1.95 86.112
0.009 1.97 85.965
0.009 1.99 85.823
0.009 2.01 85.685
0.009 2.03 85.552
0.009 2.05 85.422
0.009 2.07 85.297
0.009 2.09 85.177
0.009 2.11 85.061
0.009 2.13 84.95
0.009 2.15 84.843
0.009 2.17 84.741
0.009 2.19 84.644
0.009 2.21 84.552
0.009 2.23 84.464
0.009 2.25 84.382
0.009 2.27 84.304
0.009 2.29 84.231
0.009 2.31 84.163
0.009 2.33 84.101
0.009 2.35 84.043
0.009 2.37 83.99
0.009 2.39 83.942
0.009 2.41 83.9
0.009 2.43 83.862
0.009 2.45 83.83
0.009 2.47 83.803
0.009 2.49 83.781
0.009 2.51 83.764
0.009 2.53 83.752
0.009 2.55 83.745
0.009 2.57 83.744
0.009 2.59 83.747
0.009 2.61 83.756
0.009 2.63 83.769
0.009 2.65 83.788
0.009 2.67 83.812
0.009 2.69 83.841
0.009 2.71 83.875
0.009 2.73 83.914
0.009 2.75 83.958
0.009 2.77 84.006
0.009 2.79 84.06
0.009 2.81 84.118
0.009 2.83 84.182
0.009 2.85 84.25
0.009 2.87 84.322
0.009 2.89 84.4
0.009 2.91 84.482
0.009 2.93 84.569
0.009 2.95 84.66
0.009 2.97 84.756
0.009 2.99 84.856
0.009 3.01 84.96
0.009 3.03 85.069
0.009 3.05 85.182
0.009 3.07 85.299
0.009 3.09 85.421
0.009 3.11 85.546
0.009 3.13 85.676
0.009 3.15 85.809
0.009 3.17 85.946
0.009 3.19 86.087
0.009 3.21 86.232
0.009 3.23 86.38
0.009 3.25 86.532
0.009 3.27 86.687
0.009 3.29 86.846
0.009 3.31 87.008
0.009 3.33 87.173
0.009 3.35 87.341
0.009 3.37 87.513
0.009 3.39 87.687
0.009 3.41 87.864
0.009 3.43 88.044
0.009 3.45 88.227
0.009 3.47 88.413
0.009 3.49 88.601

0.011 1.51 87.58
0.011 1.53 87.32
0.011 1.55 87.063
0.011 1.57 86.808
0.011 1.59 86.557
0.011 1.61 86.308
0.011 1.63 86.062
0.011 1.65 85.819
0.011 1.67 85.58
0.011 1.69 85.344
0.011 1.71 85.112
0.011 1.73 84.883
0.011 1.75 84.658
0.011 1.77 84.437
0.011 1.79 84.22
0.011 1.81 84.007
0.011 1.83 83.799
0.011 1.85 83.595
0.011 1.87 83.395
0.011 1.89 83.199
0.011 1.91 83.009
0.011 1.93 82.823
0.011 1.95 82.642
0.011 1.97 82.466
0.011 1.99 82.294
0.011 2.01 82.128
0.011 2.03 81.967
0.011 2.05 81.812
0.011 2.07 81.661
0.011 2.09 81.516
0.011 2.11 81.377
0.011 2.13 81.243
0.011 2.15 81.114
0.011 2.17 80.992
0.011 2.19 80.875
0.011 2.21 80.763
0.011 2.23 80.658
0.011 2.25 80.558
0.011 2.27 80.465
0.011 2.29 80.377
0.011 2.31 80.295
0.011 2.33 80.219
0.011 2.35 80.149
0.011 2.37 80.086
0.011 2.39 80.028
0.011 2.41 79.977
0.011 2.43 79.931
0.011 2.45 79.892
0.011 2.47 79.859
0.011 2.49 79.833
0.011 2.51 79.812
0.011 2.53 79.797
0.011 2.55 79.789
0.011 2.57 79.787
0.011 2.59 79.791
0.011 2.61 79.801
0.011 2.63 79.818
0.011 2.65 79.84
0.011 2.67 79.869
0.011 2.69 79.903
0.011 2.71 79.944
0.011 2.73 79.991
0.011 2.75 80.044
0.011 2.77 80.102
0.011 2.79 80.167
0.011 2.81 80.237
0.011 2.83 80.313
0.011 2.85 80.395
0.011 2.87 80.483
0.011 2.89 80.577
0.011 2.91 80.676
0.011 2.93 80.78
0.011 2.95 80.89
0.011 2.97 81.006
0.011 2.99 81.127
0.011 3.01 81.253
0.011 3.03 81.384
0.011 3.05 81.521
0.011 3.07 81.662
0.011 3.09 81.809
0.011 3.11 81.96
0.011 3.13 82.117
0.011 3.15 82.278
0.011 3.17 82.443
0.011 3.19 82.614
0.011 3.21 82.789
0.011 3.23 82.968
0.011 3.25 83.151
0.011 3.27 83.339
0.011 3.29 83.531
0.011 3.31 83.727
0.011 3.33 83.927
0.011 3.35 84.131
0.011 3.37 84.338
0.011 3.39 84.549
0.011 3.41 84.764
0.011 3.43 84.982
0.011 3.45 85.203
0.011 3.47 85.428
0.011 3.49 85.656

0.013 1.51 84.991
0.013 1.53 84.689
0.013 1.55 84.389
0.013 1.57 84.093
0.013 1.59 83.8
0.013 1.61 83.511
0.013 1.63 83.225
0.013 1.65 82.942
0.013 1.67 82.664
0.013 1.69 82.389
0.013 1.71 82.119
0.013 1.73 81.853
0.013 1.75 81.592
0.013 1.77 81.334
0.013 1.79 81.082
0.013 1.81 80.835
0.013 1.83 80.592
0.013 1.85 80.354
0.013 1.87 80.122
0.013 1.89 79.895
0.013 1.91 79.673
0.013 1.93 79.457
0.013 1.95 79.246
0.013 1.97 79.041
0.013 1.99 78.842
0.013 2.01 78.649
0.013 2.03 78.461
0.013 2.05 78.28
0.013 2.07 78.105
0.013 2.09 77.936
0.013 2.11 77.774
0.013 2.13 77.618
0.013 2.15 77.468
0.013 2.17 77.325
0.013 2.19 77.189
0.013 2.21 77.059
0.013 2.23 76.937
0.013 2.25 76.82
0.013 2.27 76.711
0.013 2.29 76.609
0.013 2.31 76.513
0.013 2.33 76.425
0.013 2.35 76.344
0.013 2.37 76.269
0.013 2.39 76.202
0.013 2.41 76.142
0.013 2.43 76.089
0.013 2.45 76.043
0.013 2.47 76.005
0.013 2.49 75.973
0.013 2.51 75.949
0.013 2.53 75.932
0.013 2.55 75.922
0.013 2.57 75.919
0.013 2.59 75.924
0.013 2.61 75.936
0.013 2.63 75.955
0.013 2.65 75.981
0.013 2.67 76.014
0.013 2.69 76.054
0.013 2.71 76.101
0.013 2.73 76.155
0.013 2.75 76.217
0.013 2.77 76.285
0.013 2.79 76.36
0.013 2.81 76.442
0.013 2.83 76.531
0.013 2.85 76.626
0.013 2.87 76.729
0.013 2.89 76.837
0.013 2.91 76.953
0.013 2.93 77.075
0.013 2.95 77.203
0.013 2.97 77.338
0.013 2.99 77.479
0.013 3.01 77.626
0.013 3.03 77.779
0.013 3.05 77.939
0.013 3.07 78.104
0.013 3.09 78.275
0.013 3.11 78.452
0.013 3.13 78.635
0.013 3.15 78.823
0.013 3.17 79.017
0.013 3.19 79.216
0.013 3.21 79.42
0.013 3.23 79.63
0.013 3.25 79.844
0.013 3.27 80.064
0.013 3.29 80.288
0.013 3.31 80.518
0.013 3.33 80.751
0.013 3.35 80.99
0.013 3.37 81.233
0.013 3.39 81.48
0.013 3.41 81.731
0.013 3.43 81.986
0.013 3.45 82.245
0.013 3.47 82.508
0.013 3.49 82.775

0.015 1.51 82.449
0.015 1.53 82.105
0.015 1.55 81.765
0.015 1.57 81.428
0.015 1.59 81.096
0.015 1.61 80.767
0.015 1.63 80.442
0.015 1.65 80.121
0.015 1.67 79.805
0.015 1.69 79.493
0.015 1.71 79.186
0.015 1.73 78.884
0.015 1.75 78.587
0.015 1.77 78.296
0.015 1.79 78.009
0.015 1.81 77.728
0.015 1.83 77.453
0.015 1.85 77.183
0.015 1.87 76.919
0.015 1.89 76.661
0.015 1.91 76.409
0.015 1.93 76.164
0.015 1.95 75.924
0.015 1.97 75.692
0.015 1.99 75.465
0.015 2.01 75.246
0.015 2.03 75.033
0.015 2.05 74.827
0.015 2.07 74.629
0.015 2.09 74.437
0.015 2.11 74.252
0.015 2.13 74.075
0.015 2.15 73.905
0.015 2.17 73.743
0.015 2.19 73.588
0.015 2.21 73.44
0.015 2.23 73.301
0.015 2.25 73.169
0.015 2.27 73.044
0.015 2.29 72.928
0.015 2.31 72.819
0.015 2.33 72.719
0.015 2.35 72.626
0.015 2.37 72.541
0.015 2.39 72.465
0.015 2.41 72.396
0.015 2.43 72.336
0.015 2.45 72.283
0.015 2.47 72.239
0.015 2.49 72.203
0.015 2.51 72.175
0.015 2.53 72.156
0.015 2.55 72.144
0.015 2.57 72.141
0.015 2.59 72.146
0.015 2.61 72.159
0.015 2.63 72.18
0.015 2.65 72.21
0.015 2.67 72.247
0.015 2.69 72.293
0.015 2.71 72.346
0.015 2.73 72.408
0.015 2.75 72.477
0.015 2.77 72.555
0.015 2.79 72.64
0.015 2.81 72.733
0.015 2.83 72.834
0.015 2.85 72.943
0.015 2.87 73.059
0.015 2.89 73.183
0.015 2.91 73.314
0.015 2.93 73.453
0.015 2.95 73.599
0.015 2.97 73.753
0.015 2.99 73.913
0.015 3.01 74.081
0.015 3.03 74.255
0.015 3.05 74.437
0.015 3.07 74.625
0.015 3.09 74.821
0.015 3.11 75.022
0.015 3.13 75.231
0.015 3.15 75.445
0.015 3.17 75.666
0.015 3.19 75.893
0.015 3.21 76.127
0.015 3.23 76.366
0.015 3.25 76.611
0.015 3.27 76.861
0.015 3.29 77.118
0.015 3.31 77.379
0.015 3.33 77.646
0.015 3.35 77.919
0.015 3.37 78.196
0.015 3.39 78.478
0.015 3.41 78.765
0.015 3.43 79.057
0.015 3.45 79.353
0.015 3.47 79.654
0.015 3.49 79.959

0.017 1.51 79.953
0.017 1.53 79.569
0.017 1.55 79.19
0.017 1.57 78.814
0.017 1.59 78.443
0.017 1.61 78.076
0.017 1.63 77.714
0.017 1.65 77.356
0.017 1.67 77.004
0.017 1.69 76.656
0.017 1.71 76.314
0.017 1.73 75.977
0.017 1.75 75.646
0.017 1.77 75.321
0.017 1.79 75.002
0.017 1.81 74.688
0.017 1.83 74.381
0.017 1.85 74.08
0.017 1.87 73.786
0.017 1.89 73.499
0.017 1.91 73.218
0.017 1.93 72.944
0.017 1.95 72.678
0.017 1.97 72.418
0.017 1.99 72.166
0.017 2.01 71.921
0.017 2.03 71.684
0.017 2.05 71.454
0.017 2.07 71.233
0.017 2.09 71.019
0.017 2.11 70.813
0.017 2.13 70.615
0.017 2.15 70.425
0.017 2.17 70.244
0.017 2.19 70.071
0.017 2.21 69.907
0.017 2.23 69.75
0.017 2.25 69.603
0.017 2.27 69.464
0.017 2.29 69.334
0.017 2.31 69.213
0.017 2.33 69.1
0.017 2.35 68.997
0.017 2.37 68.902
0.017 2.39 68.816
0.017 2.41 68.739
0.017 2.43 68.672
0.017 2.45 68.613
0.017 2.47 68.563
0.017 2.49 68.523
0.017 2.51 68.492
0.017 2.53 68.47
0.017 2.55 68.457
0.017 2.57 68.453
0.017 2.59 68.458
0.017 2.61 68.472
0.017 2.63 68.496
0.017 2.65 68.528
0.017 2.67 68.57
0.017 2.69 68.62
0.017 2.71 68.68
0.017 2.73 68.749
0.017 2.75 68.826
0.017 2.77 68.912
0.017 2.79 69.008
0.017 2.81 69.112
0.017 2.83 69.224
0.017 2.85 69.345
0.017 2.87 69.475
0.017 2.89 69.614
0.017 2.91 69.76
0.017 2.93 69.916
0.017 2.95 70.079
0.017 2.97 70.25
0.017 2.99 70.43
0.017 3.01 70.618
0.017 3.03 70.813
0.017 3.05 71.016
0.017 3.07 71.227
0.017 3.09 71.446
0.017 3.11 71.671
0.017 3.13 71.905
0.017 3.15 72.145
0.017 3.17 72.393
0.017 3.19 72.647
0.017 3.21 72.908
0.017 3.23 73.176
0.017 3.25 73.451
0.017 3.27 73.732
0.017 3.29 74.019
0.017 3.31 74.313
0.017 3.33 74.612
0.017 3.35 74.918
0.017 3.37 75.229
0.017 3.39 75.545
0.017 3.41 75.868
0.017 3.43 76.195
0.017 3.45 76.528
0.017 3.47 76.865
0.017 3.49 77.208

0.019 1.51 77.503
0.019 1.53 77.081
0.019 1.55 76.664
0.019 1.57 76.251
0.019 1.59 75.843
0.019 1.61 75.439
0.019 1.63 75.041
0.019 1.65 74.648
0.019 1.67 74.26
0.019 1.69 73.878
0.019 1.71 73.502
0.019 1.73 73.132
0.019 1.75 72.768
0.019 1.77 72.411
0.019 1.79 72.06
0.019 1.81 71.715
0.019 1.83 71.378
0.019 1.85 71.047
0.019 1.87 70.724
0.019 1.89 70.408
0.019 1.91 70.1
0.019 1.93 69.799
0.019 1.95 69.506
0.019 1.97 69.221
0.019 1.99 68.943
0.019 2.01 68.674
0.019 2.03 68.414
0.019 2.05 68.161
0.019 2.07 67.917
0.019 2.09 67.682
0.019 2.11 67.456
0.019 2.13 67.238
0.019 2.15 67.03
0.019 2.17 66.83
0.019 2.19 66.64
0.019 2.21 66.459
0.019 2.23 66.287
0.019 2.25 66.124
0.019 2.27 65.971
0.019 2.29 65.828
0.019 2.31 65.694
0.019 2.33 65.57
0.019 2.35 65.456
0.019 2.37 65.352
0.019 2.39 65.257
0.019 2.41 65.172
0.019 2.43 65.098
0.019 2.45 65.033
0.019 2.47 64.978
0.019 2.49 64.933
0.019 2.51 64.898
0.019 2.53 64.874
0.019 2.55 64.859
0.019 2.57 64.854
0.019 2.59 64.86
0.019 2.61 64.875
0.019 2.63 64.901
0.019 2.65 64.936
0.019 2.67 64.982
0.019 2.69 65.037
0.019 2.71 65.103
0.019 2.73 65.178
0.019 2.75 65.263
0.019 2.77 65.358
0.019 2.79 65.463
0.019 2.81 65.577
0.019 2.83 65.701
0.019 2.85 65.835
0.019 2.87 65.978
0.019 2.89 66.13
0.019 2.91 66.292
0.019 2.93 66.463
0.019 2.95 66.643
0.019 2.97 66.832
0.019 2.99 67.03
0.019 3.01 67.237
0.019 3.03 67.452
0.019 3.05 67.677
0.019 3.07 67.909
0.019 3.09 68.151
0.019 3.11 68.4
0.019 3.13 68.657
0.019 3.15 68.923
0.019 3.17 69.196
0.019 3.19 69.477
0.019 3.21 69.766
0.019 3.23 70.062
0.019 3.25 70.366
0.019 3.27 70.676
0.019 3.29 70.994
0.019 3.31 71.318
0.019 3.33 71.65
0.019 3.35 71.987
0.019 3.37 72.332
0.019 3.39 72.682
0.019 3.41 73.038
0.019 3.43 73.401
0.019 3.45 73.769
0.019 3.47 74.142
0.019 3.49 74.522

0.021 1.51 75.1
0.021 1.53 74.642
0.021 1.55 74.188
0.021 1.57 73.738
0.021 1.59 73.295
0.021 1.61 72.856
0.021 1.63 72.423
0.021 1.65 71.996
0.021 1.67 71.575
0.021 1.69 71.16
0.021 1.71 70.751
0.021 1.73 70.349
0.021 1.75 69.954
0.021 1.77 69.565
0.021 1.79 69.184
0.021 1.81 68.81
0.021 1.83 68.443
0.021 1.85 68.084
0.021 1.87 67.733
0.021 1.89 67.39
0.021 1.91 67.055
0.021 1.93 66.728
0.021 1.95 66.409
0.021 1.97 66.099
0.021 1.99 65.798
0.021 2.01 65.506
0.021 2.03 65.222
0.021 2.05 64.948
0.021 2.07 64.683
0.021 2.09 64.427
0.021 2.11 64.181
0.021 2.13 63.945
0.021 2.15 63.718
0.021 2.17 63.501
0.021 2.19 63.294
0.021 2.21 63.097
0.021 2.23 62.91
0.021 2.25 62.733
0.021 2.27 62.566
0.021 2.29 62.41
0.021 2.31 62.265
0.021 2.33 62.13
0.021 2.35 62.005
0.021 2.37 61.891
0.021 2.39 61.788
0.021 2.41 61.696
0.021 2.43 61.614
0.021 2.45 61.543
0.021 2.47 61.483
0.021 2.49 61.434
0.021 2.51 61.396
0.021 2.53 61.369
0.021 2.55 61.352
0.021 2.57 61.347
0.021 2.59 61.353
0.021 2.61 61.369
0.021 2.63 61.397
0.021 2.65 61.435
0.021 2.67 61.484
0.021 2.69 61.545
0.021 2.71 61.616
0.021 2.73 61.697
0.021 2.75 61.79
0.021 2.77 61.893
0.021 2.79 62.007
0.021 2.81 62.131
0.021 2.83 62.266
0.021 2.85 62.411
0.021 2.87 62.567
0.021 2.89 62.733
0.021 2.91 62.909
0.021 2.93 63.095
0.021 2.95 63.292
0.021 2.97 63.498
0.021 2.99 63.714
0.021 3.01 63.939
0.021 3.03 64.174
0.021 3.05 64.419
0.021 3.07 64.673
0.021 3.09 64.936
0.021 3.11 65.208
0.021 3.13 65.489
0.021 3.15 65.779
0.021 3.17 66.078
0.021 3.19 66.385
0.021 3.21 66.7
0.021 3.23 67.024
0.021 3.25 67.355
0.021 3.27 67.695
0.021 3.29 68.042
0.021 3.31 68.397
0.021 3.33 68.759
0.021 3.35 69.128
0.021 3.37 69.505
0.021 3.39 69.888
0.021 3.41 70.278
0.021 3.43 70.675
0.021 3.45 71.077
0.021 3.47 71.486
0.021 3.49 71.901

0.023 1.51 72.744
0.023 1.53 72.25
0.023 1.55 71.761
0.023 1.57 71.277
0.023 1.59 70.799
0.023 1.61 70.327
0.023 1.63 69.861
0.023 1.65 69.401
0.023 1.67 68.947
0.023 1.69 68.501
0.023 1.71 68.061
0.023 1.73 67.628
0.023 1.75 67.203
0.023 1.77 66.785
0.023 1.79 66.374
0.023 1.81 65.972
0.023 1.83 65.577
0.023 1.85 65.191
0.023 1.87 64.813
0.023 1.89 64.444
0.023 1.91 64.083
0.023 1.93 63.731
0.023 1.95 63.389
0.023 1.97 63.055
0.023 1.99 62.731
0.023 2.01 62.416
0.023 2.03 62.111
0.023 2.05 61.816
0.023 2.07 61.53
0.023 2.09 61.255
0.023 2.11 60.99
0.023 2.13 60.735
0.023 2.15 60.491
0.023 2.17 60.257
0.023 2.19 60.034
0.023 2.21 59.821
0.023 2.23 59.62
0.023 2.25 59.429
0.023 2.27 59.25
0.023 2.29 59.081
0.023 2.31 58.924
0.023 2.33 58.778
0.023 2.35 58.644
0.023 2.37 58.521
0.023 2.39 58.409
0.023 2.41 58.31
0.023 2.43 58.221
0.023 2.45 58.145
0.023 2.47 58.08
0.023 2.49 58.026
0.023 2.51 57.985
0.023 2.53 57.955
0.023 2.55 57.937
0.023 2.57 57.931
0.023 2.59 57.937
0.023 2.61 57.954
0.023 2.63 57.984
0.023 2.65 58.025
0.023 2.67 58.078
0.023 2.69 58.142
0.023 2.71 58.218
0.023 2.73 58.306
0.023 2.75 58.406
0.023 2.77 58.517
0.023 2.79 58.64
