0.0740082	2.84626
0.0740082	2.86398
0.0745554	2.88169
0.0755130	2.90295
0.0761970	2.92067
0.0768810	2.93839
0.0777018	2.95256
0.0786594	2.96496
0.0796170	2.97913
0.0804378	2.98976
0.0820793	3.00039
0.0834473	3.00394
0.0844049	3.00925
0.0856361	3.01102
0.0870041	3.00748
0.0883721	3.00394
0.0897401	2.99685
0.0908345	2.98976
0.0916553	2.98091
0.0930233	2.96850
0.0941176	2.95610
0.0952120	2.94547
0.0963064	2.93484
0.0968536	2.92598
0.0978112	2.91358
0.0984952	2.90295
0.0990424	2.89055
0.0997264	2.87815
0.100410	2.86043
0.101231	2.84272
0.101915	2.82323
0.102599	2.80374
0.103557	2.78071
0.104241	2.75945
0.104788	2.73642
0.105198	2.71516
0.105609	2.69567
0.106156	2.66732
0.106156	2.64606
0.106293	2.62126
0.106566	2.59823
0.106703	2.57165
0.106703	2.53976
0.106430	2.50965
0.106019	2.47421
0.105472	2.45118
0.104788	2.42106
0.103694	2.39626
0.102599	2.37677
0.101368	2.36260
0.100000	2.34843
0.0984952	2.33957
0.0963064	2.33248
0.0942544	2.32717
0.0924761	2.33071
0.0906977	2.33425
0.0889193	2.34134
0.0874145	2.35020
0.0857729	2.36614
0.0842681	2.38386
0.0830369	2.40157
0.0816689	2.42106
0.0805746	2.44409
0.0792066	2.47067
0.0782490	2.48661
0.0772914	2.51142
0.0766074	2.53799
0.0759234	2.55748
0.0749658	2.58760
0.0742818	2.62303
0.0738714	2.64783
0.0734610	2.67795
0.0731874	2.70453
0.0730506	2.73642
0.0730506	2.76654
0.0731874	2.78248
0.0733242	2.80906
