0.0861833	2.87461
0.0878249	2.87283
0.0891929	2.86929
0.0905609	2.86220
0.0920657	2.85157
0.0928865	2.84272
0.0937072	2.83386
0.0949384	2.81614
0.0957592	2.80197
0.0965800	2.78602
0.0971272	2.77008
0.0979480	2.75059
0.0984952	2.72933
0.0990424	2.70453
0.0995896	2.68504
0.0998632	2.65846
0.100000	2.63366
0.0998632	2.59823
0.0994528	2.56102
0.0987688	2.53445
0.0982216	2.52028
0.0972640	2.50433
0.0963064	2.49193
0.0953488	2.48484
0.0937072	2.47776
0.0917921	2.47244
0.0906977	2.47421
0.0896033	2.47776
0.0882353	2.48661
0.0870041	2.49902
0.0861833	2.51319
0.0853625	2.52913
0.0844049	2.54685
0.0835841	2.56102
0.0827633	2.57697
0.0819425	2.59469
0.0812586	2.62126
0.0805746	2.64961
0.0801642	2.67441
0.0797538	2.69921
0.0796170	2.73110
0.0798906	2.75591
0.0801642	2.78071
0.0807114	2.80020
0.0813954	2.81614
0.0820793	2.83209
0.0830369	2.84980
0.0835841	2.85689
0.0846785	2.86575
0.0852257	2.86752
