x,Curve1
1.512,6.023
2.52,16.261
3.527,44.065
4.491,36.136
5.499,19.072
6.507,12.246
7.493,12.949
8.501,11.142
9.509,3.112
10.495,8.13
11.502,8.03
13.014,5.019
