x,Curve1
1.523,0.552
2.52,0.452
3.527,0.351
4.513,0.1
5.499,0.1
6.507,0.1
7.493,0.1
8.501,0.1
9.465,0.1
10.473,0.05
11.48,0.05
13.014,0
