x,Curve1
0.7138,14.25
1.208,21.38
1.7022,58.43
2.2101,114.01
2.7181,255.82
3.226,345.61
3.7339,353.44
4.2281,282.9
4.7223,197.39
5.2165,155.34
5.7244,125.42
6.2323,98.34
6.7402,110.45
7.2482,126.13
7.7149,96.2
8.2365,101.19
8.7445,119
9.3622,109.74
10.1309,107.6
10.8585,86.22
11.5998,83.37
12.4921,92.64
13.4942,70.55
