x,Curve1
0.6864,10.69
1.1943,24.23
1.6748,61.28
2.2101,147.51
2.6906,248.69
3.1985,312.83
3.6927,316.39
4.2418,270.78
4.7223,214.49
5.2165,173.16
5.7244,143.94
6.2323,128.98
6.7265,118.29
7.2482,111.88
7.7286,109.03
8.2365,104.04
8.7307,102.61
9.3622,96.91
10.1309,94.06
10.8585,89.79
11.5861,86.94
12.4784,83.37
13.4805,76.25
