x,Curve1
0.7138,1.78
1.2218,5.34
1.7228,4.99
2.2376,4.63
2.7318,4.63
3.2191,4.99
3.7408,4.63
4.2624,2.49
4.7497,2.14
5.2233,1.78
5.6969,1.07
6.2666,1.43
6.7746,1.43
7.207,0.71
7.708,0.36
8.2777,0.71
8.765,0.71
9.4789,0.36
10.5153,0.36
11.4762,0.36
12.5058,0
13.4942,0
