x,Curve1
1.0033,5.2031
3.01,15.9653
5.0033,18.0876
6.9967,18.2246
9.0033,18.4162
11.01,16.0612
13.0033,13.3775
15.01,10.8717
17.0033,8.9274
18.9967,6.8599
22.0067,4.5733
