x,Curve1
1.468,5.019
2.476,25.797
3.505,42.158
4.491,30.916
5.477,17.566
6.507,12.346
7.515,9.837
8.479,8.733
9.487,8.03
10.516,6.926
11.502,6.123
12.97,5.621
