0.9882,0.014
1.4085,0.011
1.66068,0.011
1.91286,0.011
2.17705,0.009
2.40521,0.009
2.66939,0.009
2.90956,0.009
3.16174,0.009
3.41392,0.009
3.67811,0.009
3.90627,0.009
4.17046,0.009
4.41063,0.009
4.66281,0.009
4.91498,0.009
5.16716,0.013
5.41934,0.013
5.67152,0.015
5.9237,0.015
6.17588,0.020
6.42806,0.023
6.66823,0.027
6.9204,0.046
7.17258,0.041
9.64633,0.023
