0.0774872	2.96597
0.0790256	2.96766
0.0807180	2.96597
0.0816923	2.96172
0.0825641	2.95748
0.0832513	2.95425
0.0839077	2.95085
0.0844000	2.94610
0.0849333	2.94202
0.0854667	2.93795
0.0859179	2.93183
0.0864923	2.92572
0.0872308	2.91893
0.0879282	2.91010
0.0886667	2.89855
0.0894462	2.88497
0.0905538	2.86663
0.0911692	2.85372
0.0917026	2.84150
0.0922769	2.82724
0.0928923	2.81093
0.0935487	2.79395
0.0943282	2.76950
0.0949026	2.75184
0.0953128	2.73350
0.0954769	2.72196
0.0956821	2.71313
0.0959282	2.70090
0.0962974	2.68528
0.0965026	2.67102
0.0967077	2.65607
0.0969128	2.64045
0.0972000	2.62279
0.0975282	2.60649
0.0976923	2.58475
0.0978564	2.55826
0.0979385	2.52023
0.0981436	2.48898
0.0981436	2.46589
0.0980205	2.44212
0.0978974	2.40544
0.0976923	2.38574
0.0974872	2.36469
0.0972821	2.34771
0.0969949	2.33412
0.0967077	2.32122
0.0962564	2.30424
0.0958462	2.29065
0.0952308	2.27503
0.0946154	2.26009
0.0939590	2.24583
0.0929333	2.23360
0.0919487	2.22273
0.0909231	2.21662
0.0898154	2.21186
0.0885436	2.20983
0.0872718	2.21186
0.0859590	2.21322
0.0847692	2.21798
0.0835385	2.22545
0.0824308	2.23428
0.0815282	2.24107
0.0805846	2.24990
0.0794769	2.26281
0.0785333	2.27639
0.0775077	2.28997
0.0766462	2.30424
0.0758256	2.31850
0.0750462	2.33616
0.0740615	2.35314
0.0734462	2.36740
0.0727077	2.38506
0.0720923	2.40340
0.0711897	2.42718
0.0705744	2.44687
0.0699590	2.46997
0.0693846	2.49374
0.0690974	2.50800
0.0688513	2.52159
0.0681949	2.55147
0.0680308	2.56777
0.0677846	2.58340
0.0675795	2.59766
0.0674154	2.61668
0.0671692	2.64385
0.0670051	2.68256
0.0672103	2.72875
0.0673744	2.76135
0.0676205	2.77561
0.0677846	2.79124
0.0679897	2.80278
0.0681128	2.81569
0.0684000	2.82588
0.0688103	2.84354
0.0690564	2.85033
0.0693436	2.86188
0.0696308	2.87138
0.0702051	2.88293
0.0704923	2.89380
0.0708615	2.90059
0.0712718	2.91078
0.0716410	2.91689
0.0721744	2.92368
0.0725846	2.92980
0.0730769	2.93591
0.0734462	2.94202
0.0739385	2.94542
0.0746359	2.95289
0.0754564	2.95832
0.0762769	2.96240
0.0773026	2.96580
