0	205.377
0.00251256	191.647
0.00502513	178.454
0.00753769	165.797
0.0100503	153.662
0.0125628	142.044
0.0150754	130.94
0.0175879	120.348
0.0201005	110.26
0.0226131	100.677
0.0251256	91.597
0.0276382	83.013
0.0301508	74.9187
0.0326633	67.313
0.0351759	60.1964
0.0376884	53.5691
0.040201	47.436
0.0427136	41.804
0.0452261	36.6736
0.0477387	32.0322
0.0502513	27.863
0.0527638	24.1675
0.0552764	20.8854
0.0577889	17.8559
0.0603015	15.0694
0.0628141	12.5269
0.0653266	10.2263
0.0678392	8.15807
0.0703518	6.32217
0.0728643	4.71994
0.0753769	3.3519
0.0778894	2.2188
0.080402	1.32252
0.0829146	0.660924
0.0854271	0.233581
0.0879397	0.0418351
0.0904523	0.0861154
0.0929648	0.368052
0.0954774	0.889013
0.0979899	1.64989
0.100503	2.65228
0.103015	3.90045
0.105528	5.39648
0.10804	7.14169
0.110553	9.13678
0.113065	11.392
0.115578	13.913
0.11809	16.7008
0.120603	19.7568
0.123116	23.0811
0.125628	26.6759
0.128141	30.5964
0.130653	35.0175
0.133166	39.9681
0.135678	45.4486
0.138191	51.4592
0.140704	58.0001
0.143216	65.0696
0.145729	72.6596
0.148241	80.7701
0.150754	89.4007
0.153266	98.553
0.155779	108.23
0.158291	118.444
0.160804	129.195
0.163317	140.487
0.165829	152.327
0.168342	164.719
0.170854	177.666
0.173367	191.17
0.175879	205.243
0.178392	219.893
0.180905	235.123
0.183417	250.938
0.18593	267.336
0.188442	284.317
0.190955	301.883
0.193467	320.033
0.19598	338.77
0.198492	358.096
0.201005	378.011
0.203518	398.516
0.20603	419.61
0.208543	441.294
0.211055	463.567
0.213568	486.432
0.21608	509.886
0.218593	533.935
0.221106	558.583
0.223618	583.83
0.226131	609.676
0.228643	636.122
0.231156	663.181
0.233668	690.876
0.236181	719.21
0.238693	748.185
0.241206	777.8
0.243719	808.053
0.246231	838.945
0.248744	870.461
0.251256	902.602
0.253769	935.364
0.256281	968.751
0.258794	1002.76
0.261307	1037.39
0.263819	1072.65
0.266332	1108.53
0.268844	1145.04
0.271357	1182.16
0.273869	1219.91
0.276382	1258.29
0.278894	1297.29
0.281407	1336.91
0.28392	1377.16
0.286432	1418.04
0.288945	1459.57
0.291457	1501.73
0.29397	1544.53
0.296482	1587.97
0.298995	1632.05
0.301508	1676.78
0.30402	1722.14
0.306533	1768.13
0.309045	1814.78
0.311558	1862.05
0.31407	1909.97
0.316583	1958.54
0.319095	2007.73
0.321608	2057.57
0.324121	2108.05
0.326633	2159.17
0.329146	2210.93
0.331658	2263.32
0.334171	2316.36
0.336683	2370.03
0.339196	2424.34
0.341709	2479.3
0.344221	2534.9
0.346734	2591.13
0.349246	2648.01
0.351759	2705.52
0.354271	2763.67
0.356784	2822.47
0.359296	2881.9
0.361809	2941.96
0.364322	3002.68
0.366834	3064.03
0.369347	3126.02
0.371859	3188.65
0.374372	3251.93
0.376884	3315.83
0.379397	3380.38
0.38191	3445.57
0.384422	3511.4
0.386935	3577.87
0.389447	3644.98
0.39196	3712.72
0.394472	3781.11
0.396985	3850.14
0.399497	3919.79
0.40201	3990.1
0.404523	4061.05
0.407035	4132.63
0.409548	4204.86
0.41206	4277.72
0.414573	4351.22
0.417085	4425.36
0.419598	4500.15
0.422111	4575.57
0.424623	4651.63
0.427136	4728.33
0.429648	4805.67
0.432161	4883.65
0.434673	4962.27
0.437186	5041.53
0.439698	5121.42
0.442211	5201.97
0.444724	5283.14
0.447236	5364.96
0.449749	5447.41
0.452261	5530.51
0.454774	5614.25
0.457286	5698.62
0.459799	5783.64
0.462312	5869.28
0.464824	5955.58
0.467337	6042.51
0.469849	6130.08
0.472362	6218.3
0.474874	6307.15
0.477387	6396.64
0.479899	6486.77
0.482412	6577.53
0.484925	6668.95
0.487437	6761
0.48995	6853.69
0.492462	6947.01
0.494975	7040.98
0.497487	7135.58
0.5	7230.83
