x,Curve1
1.27907,789.038
1.48837,736.066
1.68605,605.741
1.88372,475.417
2.06977,358.349
2.25581,303.159
2.40698,298.787
2.60465,318.739
2.82558,301.129
3.01163,188.48
3.16279,159.799
3.32558,162.06
3.51163,164.329
3.7093,164.391
3.90698,164.454
4.09302,164.512
4.27907,164.571
4.47674,162.424
4.67442,160.276
4.88372,158.132
5.06977,155.981
5.26744,153.833
5.45349,151.682
5.62791,147.317
5.93023,142.993
6.39535,132.09
7.32558,105.864
