x,Curve1
1.27583,5786.8
1.47722,8143.89
1.67853,10435.5
1.8948,12465.5
2.09547,14233.6
2.29559,15543.5
2.4953,16526.3
2.69438,16985.4
2.89297,17051.9
3.10644,16791.3
3.30416,16137.9
3.5169,15288.2
3.71422,14307.6
3.91129,13130.6
4.10837,11953.7
4.30545,10776.7
4.50252,9599.74
4.71503,8553.74
4.91227,7507.67
5.10966,6592.49
5.30714,5742.75
5.50462,4893.01
5.70217,4108.72
5.89989,3455.32
6.18891,2540.62
6.69131,1299.83
7.69788,258.054
