x,Curve1
1.29839,729.48
1.51323,669.652
1.71613,535.094
1.93097,400.533
2.13387,276.65
2.3129,214.694
2.50387,203.981
2.69484,216.756
2.90968,193.227
3.13645,75.7456
3.32742,43.6804
3.49452,41.513
3.68548,41.4763
3.88839,41.4373
4.07935,39.2653
4.28226,39.2263
4.48516,39.1872
4.68806,39.1482
4.89097,39.1092
5.09387,39.0701
5.29677,39.0311
5.49968,38.9921
5.70258,38.953
5.90548,38.914
6.19194,38.8589
6.65742,38.7694
7.58839,38.5903
