x,Curve1
1.26168,124.375
1.49065,115
1.68692,97.1875
1.87227,83.75
2.06854,61.875
2.22118,53.125
2.41745,55
2.62461,51.5625
2.82087,44.6875
3.01713,32.8125
3.16978,30
3.33333,30.625
3.51869,31.25
3.71495,31.5625
3.92212,31.875
4.10748,31.875
4.28193,31.875
4.5,32.1875
4.70717,31.875
4.91433,31.875
5.08879,31.875
5.26324,31.875
5.4704,31.5625
5.65576,31.5625
5.93925,30.9375
6.419,30
7.32399,25.9375
