x,Curve1
1.32808,7.04433
1.76552,7.10345
2.13005,7.15271
2.45813,7.19704
2.78621,7.24138
3.15074,7.29064
3.44236,7.33005
3.69754,7.36453
3.98916,7.40394
4.4266,7.46305
4.79113,7.51232
4.90049,7.52709
5.19212,7.5665
5.37438,6.59113
5.5931,7.62069
5.73892,6.64039
5.95764,7.66995
6.17635,7.69951
6.39507,7.72906
6.57734,7.75369
6.83251,7.78818
6.97833,7.80788
7.2335,7.84236
7.63448,7.89655
7.99901,7.94581
7.63448,7.89655
7.99901,7.94581
