x,Curve1
1.29545,636.297
1.5,885.468
1.69318,1082.92
1.89773,1285.07
2.09091,1468.41
2.30682,1604.72
2.5,1708.13
2.70455,1759.81
2.89773,1745.66
3.10227,1769.12
3.29545,1703.25
3.51136,1627.96
3.69318,1515.07
3.90909,1373.96
4.10227,1317.49
4.29545,1218.7
4.5,1143.42
4.69318,1030.52
4.89773,927.027
5.10227,818.831
5.30682,724.741
5.5,583.632
5.70455,498.947
5.89773,400.157
6.19318,296.643
6.69318,146.061
7.51136,33.0248
