x,Curve1
1.29277,10.6918
1.51053,10.3774
1.69564,10.0629
1.84808,9.74843
2.04401,10.0629
2.23996,10.0629
2.44684,9.74843
2.6429,8.80503
2.80626,8.1761
3.00225,7.86164
3.19825,7.54717
3.38332,7.54717
3.56839,7.54717
3.75346,7.54717
3.94941,7.54717
4.13448,7.54717
4.31955,7.54717
4.50462,7.54717
4.68969,7.54717
4.88565,7.54717
5.07068,7.86164
5.25575,7.86164
5.44082,7.86164
5.62586,8.1761
5.93068,8.1761
6.42054,8.49057
7.33497,8.80503
