x,Curve1
1.2893,635.445
1.48724,879.719
1.68519,1103.61
1.89835,1307.1
2.0963,1483.44
2.29424,1625.82
2.49218,1720.63
2.69012,1767.9
2.88807,1781.19
3.10123,1753.71
3.3144,1699.05
3.51235,1624.03
3.71029,1508.25
3.90823,1392.47
4.10617,1276.69
4.30412,1154.11
4.50206,1031.54
4.7,915.761
4.91317,813.546
5.11111,711.353
5.30905,622.747
5.507,534.141
5.70494,452.328
5.90288,377.309
6.20741,274.96
6.70988,145.146
7.69959,34.9962
