x,Curve1
1.29498,669.213
1.49919,951.299
1.69206,1176.96
1.89627,1393.22
2.08914,1600.07
2.29335,1750.49
2.49757,1863.3
2.70178,1910.28
2.89465,1886.72
3.08752,1905.49
3.30308,1830.21
3.49595,1745.52
3.71151,1618.52
3.89303,1458.6
4.09724,1397.43
4.30146,1289.23
4.49433,1204.55
4.69854,1086.95
4.90276,974.048
5.09562,856.45
5.29984,757.658
5.50405,611.844
5.69692,517.757
5.90113,414.263
6.19611,306.047
6.68395,150.765
7.48947,37.7319
