x,Curve1
1.3074,1133.65
1.4935,1081.15
1.6926,965.39
1.9004,804.3
2.0996,669.45
2.3074,590.69
2.4892,588.31
2.6926,612.17
2.9048,593.08
3.0909,489.26
3.2944,421.24
3.5022,406.92
3.697,406.92
3.8788,406.92
4.0909,410.5
4.329,411.69
4.5411,416.47
4.7532,415.27
4.961,417.66
5.2078,418.85
5.4632,418.85
5.7229,420.05
5.9481,416.47
6.2035,408.11
6.6797,392.6
7.6797,330.55
